id|longitude|latitude|tipogeo|uf|municipio|cod_ibge|nome|end_orig|num_orig|compl_orig|bairro_orig|cep_orig|tipo_logradouro|nome_logradouro|km|num_logradouro|compl_logradouro|bairro|cep|nome_resp|ddd_telefone1|telefone1|ddd_fax|fax|email|site|esfera_adm|tipo_esfera|cnpj|sniic_n1|sniic_n2|sniic_n3|cod_censo_fgv|segunda|terca|quarta|quinta|sexta|sabado|domingo|manha|tarde|noite|acesso_usuario_internet|qt_emprestimos_domiciliares|qt_livros_acervo
1965|-44.678288|-19.514654|1|MG|Maravilhas|3139706|Biblioteca Pública Municipal Emílio de Vasconcelos Costa|Av. Duque de Caxias| | |Serra|35666-000|AV|DUQUE DE CAXIAS| | | |SERRA|35666-000|Lucélia Garcia Guimarães Reis|37|3272-1654|37|3272-1501| | |Pública|Municipal| |1|1.2|1.2.1|2832|1|1|1|1|1|0|0|1|1|1|Não|150|9249
1966|-43.006623|-21.871219|3|MG|Mar de Espanha|3139805|Biblioteca Pública Municipal Tenente Ademar Martins|R. Pedro Gonçalves de Rezende|7| |Centro|36640-970|R|PEDRO GONCALVES DE REZENDE| |7| |CENTRO|36640-970|Elizangela Moises|32|3276-2626| | | | |Pública|Municipal| |1|1.2|1.2.1|4414|1|1|1|1|1|0|0|1|1|0|Não|80|12000
1967|-45.372552|-22.307896|2|MG|Maria da Fé|3139904|Biblioteca Pública Municipal Rui Barbosa|Av. José Campos Sales|285| |Centro|37917-000|AV|JOSE CAMPOS SALES| |285| |CENTRO|37917-000|Robenize Batista Ferraz Santos|35|3662-1745| | |roferrazsantos@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|3071|1|1|1|1|1|0|0|1|1|0|Sim|100|10000
1968|-43.41438|-20.365956|1|MG|Mariana|3140001|Biblioteca Pública Municipal Padre Antônio Ferreira da Luz|Av. do Contorno|327| |Centro|35420-000|AV|DO CONTORNO| |327| |CENTRO|35420-000|Eunice das Neves| | | | | | |Pública|Municipal| |1|1.2|1.2.1|290|1|1|1|1|1|0|0|1|1|0|Sim|150|3500
1969|-42.084496|-18.507092|2|MG|Marilac|3140100|Biblioteca Pública Municipal Altina Nunes dos Santos|R. Curitiba|254| |Centro|35115-000|R|CURITIBA| |254| |CENTRO|35115-000|Elineia da Silva Pereira|33|3292-1352|33|3292-1108| | |Pública|Municipal| |1|1.2|1.2.1|2269|1|1|1|1|1|0|0|1|1|0|Não|110|3748
1970|-44.188032|-20.05066|1|MG|Mário Campos|3140159|Biblioteca Pública Municipal João Carvalho Silva|Av. Governador Magalhães Pinto|320| |Centro|32470-000|AV|GOVERNADOR MAGALHAES PINTO| |320| |CENTRO|32470-000|Selma Márcia da Costa|31|3577-2954| | | | |Pública|Municipal| |1|1.2|1.2.1|2291|1|1|1|1|1|1|0|1|1|0|Não|Não Informou|1800
1971|-42.953072|-21.684788|2|MG|Maripá de Minas|3140209|Biblioteca Pública Municipal Hygino Teixeira de Souza|R. Cap.  Avelino Martins|213| |Centro|36608-000|R|CAP  AVELINO MARTINS| |213| |CENTRO|36608-000|Erina Resende de Oliveira| | | | | | |Pública|Municipal| |1|1.2|1.2.1|2196|1|1|1|1|1|0|0|0|1|0|Não|10|2700
1972|-42.734284|-19.681384|2|MG|Marliéria|3140308|Biblioteca Pública Municipal Fernando Sabino|R. Rafael Moreira da Silva|417| |Centro|35185-000|R|RAFAEL MOREIRA DA SILVA| |417| |CENTRO|35185-000|Maria Aparecida de Castro| | | | | | |Pública|Municipal| |1|1.2|1.2.1|248|1|1|1|1|1|0|0|1|1|0|Não|60|6000
1973|-45.164978|-22.447492|3|MG|Marmelópolis|3140407|Biblioteca Pública Municipal Dona Dulce|R. Ministro Tancredo Neves|159| |Centro|37516-000|R|MINISTRO TANCREDO NEVES| |159| |CENTRO|37516-000|Silvânia Maria Cândida|35|9844-9875| | | | |Pública|Municipal| |1|1.2|1.2.1|3865|1|1|1|1|1|0|0|1|1|0|Sim|160|2500
1974|-45.244888|-19.342812|2|MG|Martinho Campos|3140506|Biblioteca Pública Municipal Padre Geraldo Majella|Av. Coronel Pedro Lino|657| |Centro|35606-000|AV|CORONEL PEDRO LINO| |657| |CENTRO|35606-000|Maria José da Silva| | | | | | |Pública|Municipal| |1|1.2|1.2.1|3137|1|1|1|1|1|0|0|1|1|0|Não|80|9000
1975|-41.878256|-20.258856|2|MG|Martins Soares|3140530|Biblioteca Pública Municipal Silvanir Ferreira Alves|Av. João Batista|453| |Centro|36972-000|AV|JOAO BATISTA| |453| |CENTRO|36972-000|Miriam Maria de Mello Miranda|33|3342-2000| | | | |Pública|Municipal| |1|1.2|1.2.1|3862|1|1|1|1|1|0|0|1|1|1|Não|201|3283
1976|-40.730076|-15.687935|2|MG|Mata Verde|3140555|Biblioteca Pública Municipal de Mata Verde|Pç. José Caires de Lima| | |Centro|39915-000|PCA|JOSE CAIRES DE LIMA| | | |CENTRO|39915-000|Andrécia Alves Siqueira|33|3722-1122|33|3722-1122|bibliotecapmmv@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|2398|1|1|1|1|1|1|0|1|1|0|Não|Não Informou|1089
1977|-43.058309|-18.470384|3|MG|Materlândia|3140605|Biblioteca Pública Municipal Rui Barbosa|R. José de Pinho|2| |Cachoeirinha|39755-000|R|JOSE DE PINHO| |2| |CACHOEIRINHA|39755-000|Geralda Miraci Carvalho| | | | | | |Pública|Municipal| |1|1.2|1.2.1|274|1|1|1|1|1|0|0|1|1|0|Não|30|1000
1978|-44.42788|-19.987994|1|MG|Mateus Leme|3140704|Biblioteca Pública Municipal Geraldo Alves de Oliveira|Av. Presidente Tancredo Neves|125| |Centro|35670-000|AV|PRESIDENTE TANCREDO NEVES| |125| |CENTRO|35670-000|Maria Regina Oliveira Alcântara|31|3535-3902| | |bibliotecapml@yahoo.com.br| |Pública|Municipal| |1|1.2|1.2.1|2290|1|1|1|1|1|0|0|1|1|0|Sim|470|19000
1979|-43.316936|-21.865928|1|MG|Matias Barbosa|3140803|Biblioteca Pública Municipal Dona Glorita|Av. Cardoso Saraiva| | |Centro|36120-000|AV|CARDOSO SARAIVA| | | |CENTRO|36120-000|Regiane Aparecida Nascimento|32|3273-3084| | | | |Pública|Municipal| |1|1.2|1.2.1|2195|1|1|1|1|1|1|0|1|1|0|Não|400|13000
1980|-43.914973|-14.856754|3|MG|Matias Cardoso|3140852|Biblioteca Pública Municipal de Matias Cardoso|Av. Getúlio Vargas|510| |Centro|39478-000|AV|GETULIO VARGAS| |510| |CENTRO|39478-000|Geneilson Ribeiro da Mota|38|3616-3416| | |bibliotecapublica@yahoo.com.br| |Pública|Municipal| |1|1.2|1.2.1|2895|1|1|1|1|1|0|0|1|1|1|Não|80|3800
1981|-42.341912|-20.283152|2|MG|Matipó|3140902|Biblioteca Pública Municipal Alice Leão Pereira|Pç. Pe. Filho|225| |Centro|35367-000|PCA|PADRE FILHO| |225| |CENTRO|35367-000|Maria Celeste de Oliveira Moreira| | | | | | |Pública|Municipal| |1|1.2|1.2.1|428|1|1|1|1|1|0|0|1|1|0|Não|400|3200
1982|-42.861892|-15.378881|2|MG|Mato Verde|3141009|Biblioteca Pública Municipal Carlos Drummond de Andrade|Av. José Alves Miranda|500| |Centro|39527-000|AV|JOSE ALVES MIRANDA| |500| |CENTRO|39527-000|Luciana Maria Costa Barbosa| | | | | | |Pública|Municipal| |1|1.2|1.2.1|2810|1|1|1|1|1|0|0|1|0|0|Não|2|2000
1983|-44.086372|-19.554404|1|MG|Matozinhos|3141108|Biblioteca Pública Municipal João Batista Teixeira|Pç. do Rosário|50| |Centro|35720-000|PCA|DO ROSARIO| |50| |CENTRO|35720-000|Maria da Conceição de Lima|31|3712-6330|31|3712-6916| | |Pública|Municipal| |1|1.2|1.2.1|2831|1|1|1|1|1|0|0|1|1|0|Não|220|1500
1984|-45.961504|-19.197216|2|MG|Matutina|3141207|Biblioteca Pública Municipal Maria Vicentina Martins|R. José Londe Filho|401| |Centro|38870-000|R|JOSE LONDE FILHO| |401| |CENTRO|38870-000|João Martins Moraes|34|3674-1220|34|3674-1220| | |Pública|Municipal| |1|1.2|1.2.1|3079|1|1|1|1|1|0|0|1|1|0|Sim|60|3500
1985|-46.225775|-19.957865|2|MG|Medeiros|3141306|Biblioteca Pública Municipal|Av. Clodoveu Leite Farias|402| |Centro|38930-000|AV|CLODOVEU LEITE FARIAS| |402| |CENTRO|38930-000|Sebastiana Francisca Ribeiro Correia| | |37|3434-5209| | |Pública|Municipal| |1|1.2|1.2.1|319|1|0|0|0|1|0|0|1|1|0|Não|800|3200
1986|-46.219696|-19.970768|2|MG|Medeiros|3141306|Biblioteca Pública Municipal Carlos Drummond de Andrade|R. Doutor Nizo Torres|170| |Centro|38930-000|R|DOUTOR NIZO TORRES| |170| |CENTRO|38930-000|Maria Regina Leite| | | | | | |Pública|Municipal| |1|1.2|1.2.1|320|1|1|1|1|1|0|0|1|1|0|Não|Não Informou|885
1987|-41.479676|-16.210059|2|MG|Medina|3141405|Biblioteca Pública Municipal Flávio Azevedo|Av. Luiz Camões|94| |Centro|39620-000|AV|LUIZ CAMOES| |94| |CENTRO|39620-000|Elias Antônio Lissa|33|3753-1211|33|3753-1211| | |Pública|Municipal| |1|1.2|1.2.1|2403|1|1|1|1|1|0|0|1|1|0|Não|450|7000
1988|-43.33408|-21.198072|3|MG|Mercês|3141603|Biblioteca Pública Municipal Marina Pacheco|Pç. Bias Fortes| | |Centro|36190-000|PCA|BIAS FORTES| | | |CENTRO|36190-000|Rita de Cássia Brandão| | | | | | |Pública|Municipal| |1|1.2|1.2.1|357|1|1|1|1|1|0|0|1|1|0|Não|25|6000
1989|-42.608283|-19.2245|3|MG|Mesquita|3141702|Biblioteca Pública Municipal de Mesquita|R. Getúlio Vargas|145| |Centro|35166-970|R|GETULIO VARGAS| |145| |CENTRO|35166-970|Lígia Maria C Barcelos Costa| | |33|3251-1355| | |Pública|Municipal| |1|1.2|1.2.1|247|1|1|1|1|1|0|0|1|1|0|Não|150|3300
1990|-42.590616|-17.212952|2|MG|Minas Novas|3141801|Biblioteca Pública Municipal de Minas Novas|R. São José| | |Centro|39650-000|R|SAO JOSE| | | |CENTRO|39650-000|Arnaldo Murilo Santos|33|3764-2451|33|3764-1252| | |Pública|Municipal| |1|1.2|1.2.1|3169|1|1|1|1|1|0|0|1|1|0|Não|15|1600
1991|-44.605526|-21.6802|3|MG|Minduri|3141900|Biblioteca Pública Municipal Ary Furtado|Pátio da Estação|350| |Centro|37447-000| |PATIO DA ESTACAO| |350| |CENTRO|37447-000|Sandra Helena do Carmo Rodrigues|35|3326-1698|35|3326-1444|culturapref@minduri.mg.gov.br| |Pública|Municipal| |1|1.2|1.2.1|3850|1|1|1|1|1|0|0|1|1|0|Não|40|4000
1992|-44.150132|-16.284716|2|MG|Mirabela|3142007|Biblioteca Pública Municipal de Mirabela|R. Cássio Aquino|1| |São José|39420-000|R|CASSIO AQUINO| |1| |SAO JOSE|39420-000|Fabiana Mendes Souto|38|3239-1272| | |bibliotecapublicamira@yahoo.com.br| |Pública|Municipal| |1|1.2|1.2.1|3149|1|1|1|1|1|0|0|1|1|0|Sim|300|1288
1993|-42.346245|-20.890434|3|MG|Miradouro|3142106|Biblioteca Pública Municipal Coronel Izalino Romualdo da Silva|Av. Juscelino Kubitschek|80| |Centro|36893-000|AV|JUSCELINO KUBITSCHEK| |80| |CENTRO|36893-000|Vânia de Oliveira| | | | | | |Pública|Municipal| |1|1.2|1.2.1|395|1|1|1|1|1|0|0|1|1|0|Não|50|4500
1994|-42.612621|-21.202629|3|MG|Miraí|3142205|Biblioteca Pública Municipal Professor Alberto Montalvão|Pç. Presidente Getúlio Vargas| | |Centro|36790-000|PCA|PRESIDENTE GETULIO VARGAS| | | |CENTRO|36790-000|Eliza Márcia Alves de Araújo| | | | | | |Pública|Municipal| |1|1.2|1.2.1|414|1|1|1|1|1|0|0|1|1|0|Não|15|1600
1995|-44.41382|-14.705822|2|MG|Miravânia|3142254|Biblioteca Pública Municipal Célia Alves de Lima|Av. Novo Oriente|150| |Centro|39465-000|AV|NOVO ORIENTE| |150| |CENTRO|39465-000|Irene Vilas Boas Lopes|38|3615-8100|38|3615-8100| | |Pública|Municipal| |1|1.2|1.2.1|2894|1|1|1|1|1|0|0|1|1|0|Não|40|3162
1996|-44.051369|-20.340349|3|MG|Moeda|3142304|Biblioteca Pública Municipal Targina Peixoto do Carmo|R. do Norte| | |Centro|35470-000|R|DO NORTE| | | |CENTRO|35470-000|Rita de Cássia Antunes Moura| | | | | | |Pública|Municipal| |1|1.2|1.2.1|245|1|1|1|1|1|0|0|1|1|0|Não|60|3000
1997|-45.413119|-19.839206|3|MG|Moema|3142403|Biblioteca Pública Municipal Professora Araci Cardoso de Mesquita|R. do Açude|87| |Centro|35604-000|R|DO ACUDE| |87| |CENTRO|35604-000|Cassilda Alves da Conceição Costa| | | | | | |Pública|Municipal| |1|1.2|1.2.1|2849|1|1|1|1|1|0|0|1|1|0|Não|100|2200
1998|-44.116768|-18.324504|2|MG|Monjolos|3142502|Biblioteca Pública Municipal Francisco Sá|R. Prefeito Djalma Rodrigues de Oliveira|163| |Centro|89215-000|R|PREFEITO DJALMA RODRIGUES DE OLIVEIRA| |163| |CENTRO|89215-000|Maria Ivanete Ávila Pereira|38|3827-1120|38|3727-1120| | |Pública|Municipal| |1|1.2|1.2.1|3096|1|1|1|1|1|0|0|1|1|0|Não|20|5000
1999|-45.540588|-21.754398|2|MG|Monsenhor Paulo|3142601|Biblioteca DMEC|Pç. Coronel Flávio Fernandes|152| |Centro|37405-000|PCA|CORONEL FLAVIO FERNANDES| |152| |CENTRO|37405-000|Cristiane Carim|35|3263-1692| | | |www.monsenhorpaulo.mg.gov.br|Pública|Municipal| |1|1.2|1.2.1|3470|1|1|1|1|1|0|0|1|1|0|Não|200|5000
2000|-48.872832|-18.866494|2|MG|Monte Alegre de Minas|3142809|Biblioteca Pública Municipal Rui Barbosa|Av. 16 de Setembro|281| |Centro|38420-000|AV|16 DE SETEMBRO| |281| |CENTRO|38420-000|Márcia Rosa da Silva|34|3283-0500| | | | |Pública|Municipal| |1|1.2|1.2.1|2372|1|1|1|1|1|0|0|1|1|0|Não|70|6500
2001|-42.8666|-15.146079|2|MG|Monte Azul|3142908|Biblioteca Pública Municipal Doutor Antônio José Pereira|R. Governador Magalhães Pinto| | |São Geraldo|39500-000|R|GOVERNADOR MAGALHAES PINTO| | | |SAO GERALDO|39500-000|Laura Antunes de Souza|38|3811-1101| | | | |Pública|Municipal| |1|1.2|1.2.1|2890|1|1|1|1|1|0|0|1|1|1|Não|300|7348
2002|-46.363906|-21.327564|3|MG|Monte Belo|3143005|Biblioteca Pública Municipal Humberto de Alencar Castelo Branco|R. João Pedro Bonelli| | |Centro|37115-000|R|JOAO PEDRO BONELLI| | | |CENTRO|37115-000|Zilda Maria Teodoro Barbosa|35|9981-7846| | | | |Pública|Municipal| |1|1.2|1.2.1|3538|1|1|1|1|1|0|0|1|1|0|Não|20|10000
2003|-47.491674|-18.730709|3|MG|Monte Carmelo|3143104|Biblioteca Pública Municipal Assis Chateaubriand|Pç. Rio Branco| | |Centro|38500-000|PCA|RIO BRANCO| | | |CENTRO|38500-000|Sônia Almeida de Oliveira|34|3849-1208| | | | |Pública|Municipal| |1|1.2|1.2.1|2379|1|1|1|1|1|0|0|1|1|0|Não|150|8000
2004|-41.263324|-16.884348|2|MG|Monte Formoso|3143153|Biblioteca Pública Municipal Machado de Assis|R. Herculano Silva|88| |Centro|39893-000|R|HERCULANO SILVA| |88| |CENTRO|39893-000|Erleiliane Regis Cardoso Santos|33|3745-8000| | | | |Pública|Municipal| |1|1.2|1.2.1|2390|1|1|1|1|1|0|0|1|1|0|Não|110|1114
2005|-46.987208|-21.235622|2|MG|Monte Santo de Minas|3143203|Biblioteca Pública Municipal Alcides Braga|Pç. Esperanto|3| |Centro|37958-000|PCA|ESPERANTO| |3| |CENTRO|37958-000|Adriana Ramos Souza Guerzoni|35|3591-1607| | | | |Pública|Municipal| |1|1.2|1.2.1|3516|1|1|1|1|1|0|0|1|1|0|Não|130|15000
2006|-43.865968|-16.719481|2|MG|Montes Claros|3143302|Biblioteca Pública Municipal  Doutor Antônio Teixeira de Carvalho|Pç. Doutor Chaves|32| |Centro|39400-005|PCA|DOUTOR CHAVES| |32| |CENTRO|39400-005|Dário Teixeira Cotrim|38|3229-3458|38|3229-3458|bibliotecapublicamunicipal.moc@gmail.com| |Pública|Municipal| |1|1.2|1.2.1|2242|1|1|1|1|1|0|0|1|1|1|Sim|5000|41000
2007|-46.572568|-22.431424|1|MG|Monte Sião|3143401|Biblioteca Pública Municipal José Guirelli|R. do Mercado| | |Centro|37580-000|R|DO MERCADO| | | |CENTRO|37580-000|Renato Gomes| | | | | | |Pública|Municipal| |1|1.2|1.2.1|3515|1|1|1|1|1|0|0|1|1|0|Não|20|5000
2008|-45.356936|-18.602364|2|MG|Morada Nova de Minas|3143500|Biblioteca Pública Municipal Professor Antônio Ribeiro|R. Inácia Maria do Rosário|391| |Centro|35628-000|R|INACIA MARIA DO ROSARIO| |391| |CENTRO|35628-000|Ângela Maria Tavares Correia|38|3755-1997|38|3755-1100| | |Pública|Municipal| |1|1.2|1.2.1|3170|1|1|1|1|1|0|0|1|1|0|Não|347|8000
2009|-44.595592|-18.536584|2|MG|Morro da Garça|3143609|Biblioteca Pública Municipal Maria da Conceicão Pereira Leite|Pç. São Sebastião|464| |Centro|35798-000|PCA|SAO SEBASTIAO| |464| |CENTRO|35798-000|Maria das Graças da Rocha|38|3725-1110|38|3725-1150| | |Pública|Municipal| |1|1.2|1.2.1|3114|1|1|1|1|1|0|0|1|1|0|Não|25|7000
2010|-43.374816|-19.202895|2|MG|Morro do Pilar|3143708|Biblioteca Pública Municipal Rosa Rocha|R. Intendente Câmara| | |Centro|35875-000|R|INTENDENTE CAMARA| | | |CENTRO|35875-000|Soraia Campos Oliveira|31|3866-5201|31|3866-5201| | |Pública|Municipal| |1|1.2|1.2.1|2843|1|1|1|1|1|0|0|1|1|1|Não|100|2000
2011|-46.360936|-22.611286|1|MG|Munhoz|3143807|Biblioteca Pública Municipal de Munhoz|R. Minas Gerais| | |Centro|37620-000|R|MINAS GERAIS| | | |CENTRO|37620-000|Maria C Munhoz| | | | | | |Pública|Municipal| |1|1.2|1.2.1|269|1|1|1|1|1|0|0|1|1|0|Não|200|2300
2012|-42.366996|-21.130804|1|MG|Muriaé|3143906|Biblioteca Pública Municipal Vivaldi Wenceslau Moreira|R. Presidente Artur Bernardes|30| |Centro|36880-000|R|PRESIDENTE ARTUR BERNARDES| |30| |CENTRO|36880-000|Ângela Aparecida Braga Freitas| | | | | | |Pública|Municipal| |1|1.2|1.2.1|385|1|1|1|1|1|0|0|1|1|0|Não|200|34000
2013|-41.439272|-19.79384|2|MG|Mutum|3144003|Biblioteca Pública Municipal Rui Barbosa|R. Dom Cavati|391| |Centro|36955-000|R|DOM CAVATI| |391| |CENTRO|36955-000|Alenir Pereira Silva Pinto| | | | | | |Pública|Municipal| |1|1.2|1.2.1|324|1|1|1|1|1|0|0|1|1|1|Não|70|2200
2014|-46.522644|-21.370404|2|MG|Muzambinho|3144102|Biblioteca Pública Municipal Machado de Assis|R. Prof.  Salatiel de Almeida|80| |Centro|37890-000|R|PROFESSOR  SALATIEL DE ALMEIDA| |80| |CENTRO|37890-000|Rui Evilásio Rodrigues|35|3571-3110| | | |www.sulminet.com.br|Pública|Municipal| |1|1.2|1.2.1|3492|1|1|1|1|1|0|0|1|1|0|Não|90|25000
2015|-42.246755|-18.451928|2|MG|Nacip Raydan|3144201|Biblioteca Pública Municipal José Reis|R. Bernardo Guimarães| | |Centro|39718-000|R|BERNARDO GUIMARAES| | | |CENTRO|39718-000|Anamélia de Oliveira Matos|33|3294-1117|33|3294-1138| | |Pública|Municipal| |1|1.2|1.2.1|2268|1|1|1|1|1|0|0|1|1|0|Sim|440|2390
2016|-40.342068|-17.816686|2|MG|Nanuque|3144300|Biblioteca Pública Municipal Francisco Badaró Júnior|R. Araçuaí|237| |Centro|39860-000|R|ARACUAI| |237| |CENTRO|39860-000|Jussara Feitosa de Santana|33|3621-1708| | |biblionanuque@yahoo.com.br| |Pública|Municipal| |1|1.2|1.2.1|2345|1|1|1|1|1|0|0|1|1|1|Sim|250|13000
2017|-42.331594|-19.229611|3|MG|Naque|3144359|Biblioteca Pública Municipal Maria Lúcia Aparecida Martins Ferreira|Av. José Martins Morais Júnior|258| |Centro|35157-970|AV|JOSE MARTINS MORAIS JUNIOR| |258| |CENTRO|35157-970|Daiane Aniceto Mendes| | |33|3298-7151| | |Pública|Municipal| |1|1.2|1.2.1|246|1|1|1|1|1|0|0|1|1|0|Não|500|3000
2018|-46.499848|-16.482181|2|MG|Natalândia|3144375|Biblioteca Pública Municipal Ilda Rodrigues da Silva|R. Saldanha|75| |Centro|38658-000|R|SALDANHA| |75| |CENTRO|38658-000|Ireni Monteiro de Lelis|38|3675-8000|38|3675-8010| | |Pública|Municipal| |1|1.2|1.2.1|2397|1|1|1|1|1|1|0|1|1|0|Não|400|2200
2019|-45.513032|-22.102818|2|MG|Natércia|3144409|Biblioteca Pública Municipal Maria Teresinha de Souza Fernandes|Pç. Prefeito Justino Lisboa Carneiro|100| |Centro|37524-000|PCA|PREFEITO JUSTINO LISBOA CARNEIRO| |100| |CENTRO|37524-000|Marize de Souza Carvalho| | |35|3456-1238|marizescarvalho@hotmail.com|www.portalnatercia.tk|Pública|Municipal| |1|1.2|1.2.1|391|1|1|1|1|1|0|0|1|1|0|Sim|50|5500
2020|-44.60996|-21.218048|1|MG|Nazareno|3144508|Biblioteca Pública Municipal Professora Francisca Romana de Carvalho|Pç. Doutor Freitas Carvalho| | |Centro|36370-000|PCA|DOUTOR FREITAS CARVALHO| | | |CENTRO|36370-000|Rosilda dos Santos Oliveira|35|3842-1882| | | | |Pública|Municipal| |1|1.2|1.2.1|2221|1|1|1|1|1|0|0|1|1|0|Não|40|4400
2021|-45.235296|-21.232838|1|MG|Nepomuceno|3144607|Biblioteca Pública Municipal Antenor Barbosa de Oliveira|Pç. Pe. José| | |Centro|37250-000|PCA|PADRE JOSE| | | |CENTRO|37250-000|Sônia Lobo Zacaroni|35|3861-3622|35|3861-3802| | |Pública|Municipal| |1|1.2|1.2.1|2799|1|1|1|1|1|0|0|1|1|0|Sim|30|1580
2022|-41.756392|-15.305385|2|MG|Ninheira|3144656|Biblioteca Pública Municipal Antônio Dias do Valo|Pç. Valdomiro Gonçalves| | |Centro|39553-000|PCA|VALDOMIRO GONCALVES| | | |CENTRO|39553-000|Lucynília Pereira Rocha|38|3832-8110| | | | |Pública|Municipal| |1|1.2|1.2.1|2883|1|1|1|1|1|0|0|1|1|1|Sim|140|3000
2023|-41.111062|-18.492994|3|MG|Nova Belém|3144672|Biblioteca Pública Municipal Maria de Fátima D. Vasconcelos|R. Magalhães Pinto| | |Centro|35298-000|R|MAGALHAES PINTO| | | |CENTRO|35298-000|Vilma Vicente de Oliveira Alves|33|8815-7073| | | | |Pública|Municipal| |1|1.2|1.2.1|2249|1|1|1|1|1|0|0|1|1|1|Não|30|2593
2024|-43.033678|-19.758218|3|MG|Nova Era|3144706|Centro Artístico e Cultural Ely de Araújo|R. Governador Valadares|15| |Centro|35920-000|R|GOVERNADOR VALADARES| |15| |CENTRO|35920-000|Cacilda Suzana Moreira Quintão|31|3861-3641| | |biblioteca@novaera.mg.gov.br| |Pública|Municipal| |1|1.2|1.2.1|3123|1|1|1|1|1|0|0|1|1|0|Não|1000|27000
2025|-43.851696|-19.984424|1|MG|Nova Lima|3144805|Biblioteca Pública Municipal Anésia de Matos Guimarães|Av. Rio Branco|289| |Centro|34000-000|AV|RIO BRANCO| |289| |CENTRO|34000-000|Leony de Carvalho|31|3541-4395|31|3541-4395|biblioteca@pnl.mg.gov.br| |Pública|Municipal| |1|1.2|1.2.1|2289|1|1|1|1|1|0|0|1|1|1|Não|1554|50000
2026|-41.495712|-18.432104|2|MG|Nova Módica|3144904|Biblioteca Pública Municipal Edna Ramos Miranda|R. Damião Martins| | |Centro|35113-970|R|DAMIAO MARTINS| | | |CENTRO|35113-970|Maria dos Anjos Alves Silva|33|3581-1042| | | | |Pública|Municipal| |1|1.2|1.2.1|4400|1|1|1|1|1|0|0|1|1|0|Não|60|2200
2027|-47.678396|-19.146562|3|MG|Nova Ponte|3145000|Biblioteca Pública Municipal Antônio José de Alvarenga|Pç. João Gonçalves Fernandes|1680| |São Sebastião|38160-000|PCA|JOAO GONCALVES FERNANDES| |1680| |SAO SEBASTIAO|38160-000|Maria Luzia Borges|34|3356-8063| | | | |Pública|Municipal| |1|1.2|1.2.1|2245|1|1|1|1|1|0|0|1|1|0|Não|100|3500
2028|-43.300448|-15.803403|2|MG|Nova Porteirinha|3145059|Biblioteca Pública Municipal Dom José Mauro Pereira Bastos|Av. Castelo Branco|224| |Centro|39525-000|AV|CASTELO BRANCO| |224| |CENTRO|39525-000|Maria Celina Conceição|38|3834-1230| | | | |Pública|Municipal| |1|1.2|1.2.1|2889|1|1|1|1|1|0|0|1|1|0|Não|Não Informou|2308
2029|-46.416176|-21.129091|3|MG|Nova Resende|3145109|Biblioteca Pública Municipal Jornalista Luiz Gonzaga Silva Mineiro|R. Olegário Maciel|213| |Centro|37860-000|R|OLEGARIO MACIEL| |213| |CENTRO|37860-000|Andresa Ferreira de Alencar|35|3562-1950| | | | |Pública|Municipal| |1|1.2|1.2.1|3528|1|1|1|1|1|0|0|1|1|0|Não|60|12000
2030|-44.980196|-19.86102|2|MG|Nova Serrana|3145208|Biblioteca Pública Municipal Aurélio Camilo|Pç. Tito Pinto|93| |Centro|35519-000|PCA|TITO PINTO| |93| |CENTRO|35519-000|Douglas de Oliveira Jorge|37|3226-2924| | |bibliotecamunicipal@hotmail.com| |Pública|Municipal| |1|1.2|1.2.1|2251|1|1|1|1|1|0|0|1|1|1|Sim|900|18000
2031|-41.87564|-17.458296|2|MG|Novo Cruzeiro|3145307|Biblioteca Pública Municipal Professora Marlene Gomes|Pç. Sargento Noraldino Rosa|255| |Centro|39820-000|PCA|SARGENTO NORALDINO ROSA| |255| |CENTRO|39820-000|Nilton Souza Silva|33|3533-1769| | | | |Pública|Municipal| |1|1.2|1.2.1|3087|1|1|1|1|1|0|0|1|1|0|Não|20|2200
2032|-41.217628|-17.413464|2|MG|Novo Oriente de Minas|3145356|Biblioteca Pública Municipal Professora Argentina Rodrigues Chaves|Pç. Nelson Roque|43| |Centro|39917-000|PCA|NELSON ROQUE| |43| |CENTRO|39917-000|Érica Ramalho de Oliveira|33|3532-8080|33|3532-8080| | |Pública|Municipal| |1|1.2|1.2.1|2346|1|1|1|1|1|0|0|1|1|0|Não|50|3500
2033|-42.410768|-16.001596|2|MG|Novorizonte|3145372|Biblioteca Pública Municipal Saul de Almeida da Silva|R. Pacífico Souto Almeida|228| |Centro|39568-000|R|PACIFICO SOUTO ALMEIDA| |228| |CENTRO|39568-000|Andrea de Almeida Mendes|38|3843-8214| | | | |Pública|Municipal| |1|1.2|1.2.1|3153|1|1|1|1|1|0|0|1|1|0|Sim|130|1940
2034|-43.935983|-21.860278|3|MG|Olaria|3145406|Biblioteca Pública Municipal Jornalista Jesus de Oliveira|R. Dalmo Tinoco|96| |Centro|36145-000|R|DALMO TINOCO| |96| |CENTRO|36145-000|Daniela Aparecida de Paula|32|3288-1112| | | | |Pública|Municipal| |1|1.2|1.2.1|2194|1|1|1|1|1|1|0|1|1|1|Não|30|5000
